job,job_status,dataset,experiment,hops,bridge_ratio,update_policy,baseline,comparator,contrast_type,stratification,stratum,n_paired_examples,exact_match_difference,paired_bootstrap_ci95_low,paired_bootstrap_ci95_high,interval_note,baseline_only_correct,comparator_only_correct,common_example_ids_sha256
musique_equal,complete,musique,E1,3,0.2,all,latent/bf16/correct,latent/int8/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,e917e24fe9b23c28a2827e3b329eeca17168bc41664bcc724f570c35330a9f7c
musique_equal,complete,musique,E1,3,0.2,all,latent/bf16/correct,text/bf16/correct,condition,all,,128,-0.078125,-0.13320312499999998,-0.0234375,empirical example bootstrap,2,12,e917e24fe9b23c28a2827e3b329eeca17168bc41664bcc724f570c35330a9f7c
private_audit_precision,complete,synthetic_private_fact,E3,1,0,all,latent/bf16/correct,latent/bf16/mismatched,condition,all,,128,1.0,,,not estimated: constant differences or fewer than two examples,128,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
private_audit_precision,complete,synthetic_private_fact,E3,1,0,all,latent/bf16/correct,latent/bf16/no_context,condition,all,,128,1.0,,,not estimated: constant differences or fewer than two examples,128,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
private_audit_precision,complete,synthetic_private_fact,E3,1,0,all,latent/bf16/correct,latent/bf16/random,condition,all,,128,1.0,,,not estimated: constant differences or fewer than two examples,128,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
private_audit_precision,complete,synthetic_private_fact,E3,1,0,all,latent/bf16/correct,latent/bf16/zero,condition,all,,128,1.0,,,not estimated: constant differences or fewer than two examples,128,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
private_audit_precision,complete,synthetic_private_fact,E5,1,0,all,latent/bf16/correct,latent/int4/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
private_audit_precision,complete,synthetic_private_fact,E5,1,0,all,latent/bf16/correct,latent/int8/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,0cf6cd71c796abd739d927117cd5827b17d493c6752b099b61c9fa4ad0315a7a
updates,complete,synthetic_updates,E6,2,0.2,all,latent/int8/correct,direct_text/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,all,latent/int8/correct,latent/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,all,latent/int8/correct,text/bf16/correct,condition,all,,128,0.75,0.671875,0.8203125,empirical example bootstrap,96,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,all,latent/bf16/correct,direct_text/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,all,latent/bf16/correct,latent/int8/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,all,latent/bf16/correct,text/bf16/correct,condition,all,,128,0.75,0.671875,0.8203125,empirical example bootstrap,96,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/bf16/correct,direct_text/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/bf16/correct,latent/int8/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/bf16/correct,text/bf16/correct,condition,all,,128,0.75,0.671875,0.8203125,empirical example bootstrap,96,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/int8/correct,direct_text/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/int8/correct,latent/bf16/correct,condition,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current,latent/int8/correct,text/bf16/correct,condition,all,,128,0.75,0.671875,0.8203125,empirical example bootstrap,96,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,direct_text/bf16/correct/current,direct_text/bf16/correct/all,update_policy,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,direct_text/bf16/correct/current,direct_text/bf16/correct/all,update_policy,category,contradiction_resolution,32,0.0,,,not estimated: constant differences or fewer than two examples,0,0,022b188ebcca71e962ccfda0a44a3dd6f0c9b9faba09cf1c05679fa3fac35a2d
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,direct_text/bf16/correct/current,direct_text/bf16/correct/all,update_policy,category,knowledge_update,96,0.0,,,not estimated: constant differences or fewer than two examples,0,0,3c1cddec99dc5cfba834ab74d8a48fb1d3c4dfecc8ec001a3c614ec24ee43a59
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/bf16/correct/current,latent/bf16/correct/all,update_policy,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/bf16/correct/current,latent/bf16/correct/all,update_policy,category,contradiction_resolution,32,0.0,,,not estimated: constant differences or fewer than two examples,0,0,022b188ebcca71e962ccfda0a44a3dd6f0c9b9faba09cf1c05679fa3fac35a2d
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/bf16/correct/current,latent/bf16/correct/all,update_policy,category,knowledge_update,96,0.0,,,not estimated: constant differences or fewer than two examples,0,0,3c1cddec99dc5cfba834ab74d8a48fb1d3c4dfecc8ec001a3c614ec24ee43a59
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/int8/correct/current,latent/int8/correct/all,update_policy,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/int8/correct/current,latent/int8/correct/all,update_policy,category,contradiction_resolution,32,0.0,,,not estimated: constant differences or fewer than two examples,0,0,022b188ebcca71e962ccfda0a44a3dd6f0c9b9faba09cf1c05679fa3fac35a2d
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,latent/int8/correct/current,latent/int8/correct/all,update_policy,category,knowledge_update,96,0.0,,,not estimated: constant differences or fewer than two examples,0,0,3c1cddec99dc5cfba834ab74d8a48fb1d3c4dfecc8ec001a3c614ec24ee43a59
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,text/bf16/correct/current,text/bf16/correct/all,update_policy,all,,128,0.0,,,not estimated: constant differences or fewer than two examples,0,0,6d822c86021f2059085929ee9faadc1ceff6143b4d1af5f9fbb969a2141c7538
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,text/bf16/correct/current,text/bf16/correct/all,update_policy,category,contradiction_resolution,32,0.0,,,not estimated: constant differences or fewer than two examples,0,0,022b188ebcca71e962ccfda0a44a3dd6f0c9b9faba09cf1c05679fa3fac35a2d
updates,complete,synthetic_updates,E6,2,0.2,current_minus_all,text/bf16/correct/current,text/bf16/correct/all,update_policy,category,knowledge_update,96,0.0,,,not estimated: constant differences or fewer than two examples,0,0,3c1cddec99dc5cfba834ab74d8a48fb1d3c4dfecc8ec001a3c614ec24ee43a59
